timestamp,energy_output,irradiance_global_index,irradiance_global_reference,irradiance_horizontal,module_temperature_1,module_temperature_2,module_temperature_3,wind_direction,relative_humidity,horizontal_radiation_1,horizontal_radiation_2,horizontal_radiation_3,incident_radiation_1,incident_radiation_2,incident_radiation_4,incident_radiation_3,reflected_radiation_1,reflected_radiation_2,reflected_radiation_4,reflected_radiation_3,ambient_temperature,wind_speed
2024-10-01 00:00:00,0.0,0.0,0.0,0.0,22.143874207804025,21.766005741370904,21.88783206361713,166.49353720621278,99.99681386080655,0.0,,,0.0,,0.0,,0.0,,0.0,,23.45031520298549,0.0
2024-10-01 01:00:00,0.0,0.0,0.0,0.0,21.90366687722114,21.491850884579822,21.646607620281408,257.27200412750244,99.99627225196967,0.0,,,0.0,,0.0,,0.0,,0.0,,23.215214528122992,0.0
2024-10-01 02:00:00,0.0,0.0,0.0,0.0,22.539134054472953,22.290230392751113,22.319762936636764,212.5671544726429,99.99669113815001,0.0,,,0.0,,0.0,,0.0,,0.0,,23.301204986151912,0.0
2024-10-01 03:00:00,0.0,0.0,0.0,0.0,22.686070077018634,22.513330359485266,22.484921011386167,157.92820823585595,99.99640335850209,0.0,,,0.0,,0.0,,0.0,,0.0,,23.35279234578787,1.8327272155068137
2024-10-01 04:00:00,0.0,0.0,0.0,0.0,23.157860161828214,22.85880113570071,22.86206757009846,142.27105895332667,99.99714450836181,0.0,,,0.0,,0.0,,0.0,,0.0,,23.505781084381187,0.0
2024-10-01 05:00:00,105.0,10.615384615384615,0.5,8.052631578947368,23.304313470509427,23.36389815082866,23.403873096812855,308.1657916692126,99.99715277876714,2.487534626038781,,,8.142857142857142,,11.04,,0.3333333333333333,,0.5,,23.73146677148572,0.6839999675750732
2024-10-01 06:00:00,11298.0,182.3479381443299,6.291666666666667,43.41525423728814,24.948104868907244,24.802345338931755,24.73250941336976,193.34724124835688,99.99706635151641,41.6767955801105,,,151.09036144578315,,179.23076923076923,,3.125,,6.291666666666667,,23.98956204248854,2.0805881654514984
2024-10-01 07:00:00,49322.0,554.5918367346939,30.875,390.5732984293194,37.72565604445016,38.43441975314314,37.465804706920274,104.72274293480339,99.97651672363281,311.5041551246537,,,529.4836363636364,,540.366935483871,,27.5,,27.51063829787234,,25.793835747668894,2.8573770171306174
2024-10-01 08:00:00,60333.0,762.32,40.73076923076923,475.70652173913044,51.2688874804284,52.620396851176054,-15.997780720831939,161.48474794511296,96.41243353805973,479.387811634349,,,635.5941558441558,,718.4093959731543,,36.075630252100844,,38.41463414634146,,27.56431966313974,2.4295081492981625
2024-10-01 09:00:00,55062.0,927.0263157894736,50.353092783505154,733.4028169014084,55.585622309324826,47.96643307722734,46.21477650805731,143.35801426020183,89.97867453919298,737.4683195592287,,,834.6342857142857,,649.9190031152648,,45.702127659574465,,45.021126760563384,,29.019460950578964,3.7236363727235635
2024-10-01 10:00:00,59444.0,903.885752688172,50.875,870.828,52.70140737459805,43.33232670989484,45.67457128687667,127.46464746556252,83.77952308759873,874.1878453038674,,,872.2343324250681,,506.6401179941003,,47.513513513513516,,41.734939759036145,,30.042164742125625,4.546371236072022
2024-10-01 11:00:00,41088.0,488.3462643678161,38.37391304347826,450.3965517241379,45.40380154554203,41.47011752168009,40.943203077500186,134.74858710489983,81.4119564298099,439.9972299168975,,,471.43674698795184,,367.1807228915663,,32.11711711711712,,32.77215189873418,,30.438529295698014,3.9834507048969536
2024-10-01 12:00:00,62654.0,1141.892957746479,65.24734042553192,872.9511494252873,53.13355346553582,59.13111918425757,52.08734326323202,141.84415217890268,76.46219262997967,841.6731301939058,,,876.4511494252873,,1013.2395209580839,,48.609756097560975,,63.666666666666664,,31.6312254182585,4.012205437951217
2024-10-01 13:00:00,64011.0,1001.7920489296636,55.86496350364963,844.1363636363636,59.532253339145726,50.88798732074496,56.1160176489964,153.55665462713472,73.1085629633964,844.1491712707183,,,894.8825301204819,,560.4077669902913,,45.85897435897436,,42.55238095238095,,32.419425607056,3.36562497748269
